序号,英文名称,节目名称,类型,声道,节目时长,年代,国家,看过人数,想看人数,在看人数,评分人数,豆瓣url,年代,原名,短评数量,评分,影评数量,豆瓣名称
503,MARY SHELLEY'S FRANKENSTEIN,玛丽·雪莱的弗兰肯斯坦,科幻,环绕声，多声道,1:51:08,1994,美国,7140,4558,None,5290,http://movie.douban.com/subject/1293778/,1994,Mary Shelley's Frankenstein,1436,7.8,44,科学怪人
504,Miami Vice,迈阿密风云,罪案,环绕声，多声道,2:04:27,2006,美国,12256,1132,None,8599,http://movie.douban.com/subject/1449962/,2006,Miami Vice,1318,5.3,58,迈阿密风云
505,TRAGEDY OF MACBETH,麦克白,剧情,立体声,2:19:10,1971,美国,602,763,None,407,http://movie.douban.com/subject/1437096/,1971,The Tragedy of Macbeth,131,7.6,3,麦克白
506,Maid in Manhattan,曼哈顿灰姑娘,爱情,立体声,1:45:09,2002,美国,28600,2115,None,19864,http://movie.douban.com/subject/1305735/,2002,Maid in Manhattan,2771,6.2,51,曼哈顿女佣
507,Manhattan murder mystery,曼哈顿神秘谋杀案,罪案,立体声,1:41:20,1993,美国,1315,1420,None,964,http://movie.douban.com/subject/1293031/,1993,Manhattan Murder Mystery,313,7.6,7,曼哈顿谋杀疑案
508,wanderlust,漫游,喜剧,环绕声，多声道,1:31:23,2012,美国,3009,1049,None,2456,http://movie.douban.com/subject/4849719/,2012,Wanderlust,1066,5.4,11,漫游
509,Cats & Dogs: The Revenge of Kitty Galore,猫狗大战2,家庭,,2:00:00,2010,美国,8924,1807,None,6746,http://movie.douban.com/subject/3213270/,2010,Cats & Dogs: The Revenge of Kitty Galore,1787,6.2,9,猫狗大战：珍珠猫复仇
510,Tom and Jerry - The Fast and the Furry,猫和老鼠：飙风天王,动画,立体声,1:13:53,2005,美国,1425,123,None,1034,http://movie.douban.com/subject/1448784/,2005,Tom And Jerry The Fast And The Furry,214,7.1,2,猫和老鼠: 飆风天王
511,Tom and Jerry's Giant Adventure,猫和老鼠：巨人大冒险,动画,环绕声，多声道,0:57:02,2013,美国,1102,115,None,925,http://movie.douban.com/subject/24744346/,2013,Tom and Jerry's Giant Adventure,386,5.9,1,猫和老鼠之巨人大冒险
512,Tom and Jerry: Robin Hood & Merry Mouse,猫和老鼠：罗宾汉和他的精灵鼠,动画,环绕声，多声道,0:57:29,2012,美国,457,46,None,357,http://movie.douban.com/subject/20284838/,2012,Tom and Jerry: Robin Hood and His Merry Mouse,112,5.7,0,猫和老鼠：罗宾汉和他的机灵鼠
513,Tom & Jerry & The Wizard of Oz,猫和老鼠：绿野神踪,动画,立体声,0:59:02,2011,美国,1234,101,None,975,http://movie.douban.com/subject/6800911/,2011,Tom and Jerry & The Wizard of Oz,293,6.3,0,猫和老鼠：绿野仙踪
514,Catwoman,猫女,奇幻,立体声,1:39:47,2004,美国,14839,791,None,10655,http://movie.douban.com/subject/1308771/,2004,Catwoman,1631,5.5,18,猫女
515,Legend of the Guardians,猫头鹰王国：守卫者传奇,动画,立体声,1:35:42,2010,美国,32410,10751,None,26126,http://movie.douban.com/subject/3041281/,2010,Legend of the Guardians: The Owls of Ga'Hoole,9378,7.2,157,猫头鹰王国：守卫者传奇
516,We're the Millers,冒牌家庭,,环绕声，多声道,1:49:41,2013,美国,24466,7642,None,20967,http://movie.douban.com/subject/10745405/,2013,We're the Millers,7896,7.4,34,冒牌家庭
517,Evan Almighty,冒牌天神2,奇幻,环绕声，多声道,1:31:42,2007,美国,28819,2301,None,21214,http://movie.douban.com/subject/1867332/,2007,Evan Almighty,2981,6.3,67,冒牌天神2
518,Captain America: The First Avenger,美国队长,科幻,,2:00:00,2011,美国,83175,7501,None,67592,http://movie.douban.com/subject/2138838/,2011,Captain America: The First Avenger,24879,5.9,259,美国队长
519,American Gangster,美国黑帮,罪案,环绕声，多声道,2:46:54,2007,美国,32825,8182,None,24155,http://movie.douban.com/subject/1578503/,2007,American Gangster,3472,7.7,161,美国黑帮
520,AMERICAN POP,美国流行,动画,立体声,1:35:40,1981,美国,232,455,None,187,http://movie.douban.com/subject/1788311/,1981,American Pop,60,8.8,1,美国金曲
521,AMERICAN DREAMZ,美国梦,喜剧,环绕声，多声道,1:42:42,2006,美国,2086,740,None,1568,http://movie.douban.com/subject/1755972/,2006,American Dreamz,316,6.3,19,美国梦
522,Kit Kittredge: An American Girl,美国女孩的秘密,家庭,,2:00:00,2008,美国,8343,3657,None,6474,http://movie.douban.com/subject/2131399/,2008,Kit Kittredge: An American Girl,1547,7.7,68,美国女孩的秘密
523,AMERICAN PIE 2,美国派2,喜剧,环绕声，多声道,1:24:36,2001,美国,43723,1302,None,30017,http://movie.douban.com/subject/1305068/,2001,American Pie 2,2118,6.8,16,美国派2
524,AMERICAN WEDDING,美国派3:美国婚礼,喜剧,环绕声，多声道,1:30:13,2003,美国,35824,1256,None,24914,http://movie.douban.com/subject/1308429/,2003,American Wedding,2052,6.8,16,美国派3：美国婚礼
525,American Reunion,美国派4:美国重逢,喜剧,环绕声，多声道,1:49:11,2012,美国,28521,4300,None,22385,http://movie.douban.com/subject/4745470/,2012,American Reunion,7793,6.9,92,美国派4：美国重逢
526,America's Sweethearts,美国甜心,爱情,立体声,1:34:45,2001,美国,9780,2039,None,6758,http://movie.douban.com/subject/1304114/,2001,America's Sweethearts,1056,6.3,12,美国甜心
527,Life is Beautiful (La vita è bella),美丽人生,喜剧,,2:00:00,1997,意大利,324105,81798,None,237533,http://movie.douban.com/subject/1292063/,1997,La vita è bella,57862,9.4,1296,美丽人生
528,WHAT DREAMS MAY COME,美梦成真,剧情,环绕声，多声道,1:48:51,1998,美国,6932,4715,None,5133,http://movie.douban.com/subject/1293179/,1998,What Dreams May Come,1268,7.7,49,美梦成真
529,Splash,美人鱼,爱情,,2:00:00,2014,美国,49,494,None,27,http://movie.douban.com/subject/19944106/,2014,美人鱼,7,0,0,美人鱼
530,Sucker Punch,美少女特攻队,奇幻,立体声,2:07:09,2011,美国,45172,9433,None,37307,http://movie.douban.com/subject/3262050/,2011,Sucker Punch,16665,5.9,461,美少女特攻队
531,EAT PRAY LOVE,美食、祈祷和恋爱,爱情,立体声,2:19:13,2010,美国,80214,42891,None,59929,http://movie.douban.com/subject/2033822/,2010,Eat Pray Love,24061,7,768,美食、祈祷和恋爱
532,CLOUDY WITH A CHANCE OF MEATBALLS,美食从天而降,动画,立体声,1:29:24,2009,美国,86349,14233,None,69213,http://movie.douban.com/subject/3102668/,2009,Cloudy with a Chance of Meatballs,15611,7.3,194,天降美食
533,No Reservations,美味情缘,爱情,,2:00:00,2007,澳大利亚/美国,54107,8038,None,38024,http://movie.douban.com/subject/1947144/,2007,No Reservations,6473,6.7,176,美味情缘
534,MONA LISA SMILE,蒙娜丽莎的微笑,剧情,立体声,1:59:17,2003,美国,43297,12246,None,30936,http://movie.douban.com/subject/1303010/,2003,Mona Lisa Smile,5601,7.5,196,蒙娜丽莎的微笑
535,My Soul to Take,猛鬼生日宴,惊悚,环绕声，多声道,1:42:09,2010,美国,906,496,None,741,http://movie.douban.com/subject/3077754/,2010,My Soul to Take,285,4.7,5,猛鬼生日宴
536,I Dreamed of Africa,梦回非洲,剧情,立体声,1:49:30,2000,美国,148,81,None,104,http://movie.douban.com/subject/1301479/,2000,I Dreamed of Africa,26,6.7,3,梦游非洲
537,"LOST, THE (2009)",迷失,惊悚,立体声,1:34:17,2000,西班牙,259,98,None,189,http://movie.douban.com/subject/1946951/,2000,迷失诱罪,66,4.5,1,迷失诱罪
538,GONE ('06),迷失方向,惊悚,环绕声，多声道,1:24:04,2007,美国,393,469,None,277,http://movie.douban.com/subject/1860742/,2007,Gone,68,6.3,8,迷失方向
539,SECRET WINDOW,秘密窗,剧情,立体声,1:35:48,2004,美国,34088,11766,None,25218,http://movie.douban.com/subject/1309171/,2004,Secret Window,5424,6.9,97,秘窗
540,By the People: The Election of Barack Obama,民心所向：奥巴马,纪录片,立体声,1:55:37,2009,美国,357,210,None,266,http://movie.douban.com/subject/3011239/,2009,By the People: The Election of Barack Obama,78,7.1,2,民心所向:奥巴马
541,Employee of the Month,明星雇员,喜剧,,2:00:00,2006,美国,1212,170,None,893,http://movie.douban.com/subject/1860741/,2006,Employee of the Month,146,5.8,8,明星雇员
542,MISS PETTIGREW LIVES FOR A DAY,明星助理,喜剧,环绕声，多声道,1:27:41,2008,美国,10205,3718,None,7838,http://movie.douban.com/subject/2134294/,2008,Miss Pettigrew Lives for a Day,1811,7,88,明星助理
543,THE ADJUSTMENT BUREAU,命运规划局,悬疑,环绕声，多声道,1:41:13,2011,美国,59274,11922,None,47382,http://movie.douban.com/subject/3569943/,2011,The Adjustment Bureau,16025,6.8,279,命运规划局
544,ROLE MODELS,模范贱兄弟,喜剧,环绕声，多声道,1:34:28,2008,美国,4322,1040,None,3460,http://movie.douban.com/subject/2035075/,2008,Role Models,599,6.1,21,模范贱兄弟
545,NANNY MCPHEE,魔法保姆麦克菲,奇幻,立体声,1:30:25,2010,美国,20782,4383,None,15938,http://movie.douban.com/subject/3671986/,2010,Nanny McPhee Returns,3728,7.1,32,魔法保姆麦克菲2
546,NANNY MCPHEE RETURNS,魔法保姆麦克菲2,奇幻,环绕声，多声道,1:43:55,2010,英国,20782,4383,None,15938,http://movie.douban.com/subject/3671986/,2010,Nanny McPhee Returns,3728,7.1,32,魔法保姆麦克菲2
547,Ella Enchanted,魔法灰姑娘,奇幻,,2:00:00,2004,英国/美国,45263,3128,None,31904,http://movie.douban.com/subject/1304038/,2004,Ella Enchanted,5048,6.4,62,魔法灰姑娘
548,Enchanted,魔法奇缘,歌舞,,2:00:00,2007,美国,43501,4635,None,32284,http://movie.douban.com/subject/1971111/,2007,Enchanted,6314,7,266,魔法奇缘
549,"MAGICIANS, THE",魔法师,喜剧,环绕声，多声道,1:26:39,2010,美国,51519,8178,None,40828,http://movie.douban.com/subject/3267120/,2010,The Sorcerer's Apprentice,12011,6,188,魔法师的学徒
550,The Sorcerer's Apprentice,魔法师的学徒,奇幻,,2:00:00,2010,美国,51519,8178,None,40828,http://movie.douban.com/subject/3267120/,2010,The Sorcerer's Apprentice,12011,6,188,魔法师的学徒
551,Race to Witch Mountain,魔鬼山历脸记,奇幻,,2:00:00,2009,美国,8230,975,None,6734,http://movie.douban.com/subject/2996642/,2009,Race to Witch Mountain,1296,5.4,19,魔鬼山历险记
552,SMALL SOLDIERS,魔幻小战士,科幻,立体声,1:44:56,1998,美国,768,106,None,598,http://movie.douban.com/subject/1296275/,1998,Small Soldiers,117,6.6,0,晶兵总动员
553,Oz the Great and Powerful,魔境仙踪,奇幻,,2:00:00,2013,美国,37621,10542,None,32066,http://movie.douban.com/subject/4816602/,2013,Oz: The Great and Powerful,15601,6.3,213,魔境仙踪
554,Mirrormask,魔镜面具,奇幻,立体声,1:40:45,2005,美国,9731,7872,None,7576,http://movie.douban.com/subject/1428378/,2005,MirrorMask,1929,7.4,70,镜子面具
555,The Last House on the Left,魔屋,罪案,环绕声，多声道,1:47:19,2009,美国,8815,2604,None,7134,http://movie.douban.com/subject/2977357/,2009,The Last House on the Left,1982,6.4,53,魔屋
556,End Of Days,末日浩劫,动作,,2:00:00,1999,美国,3731,327,None,2651,http://movie.douban.com/subject/1295955/,1999,End of Days,312,6.2,7,魔鬼末日
557,The Strangers,陌生人,惊悚,立体声,1:20:45,2002,美国,27595,565,64,19196,http://movie.douban.com/subject/2148374/,2002,不要和陌生人说话,3423,7.4,19,不要和陌生人说话
558,Inkheart,墨水心,奇幻,,2:00:00,2008,美国,29288,3330,None,23094,http://movie.douban.com/subject/1941242/,2008,Inkheart,3707,6.1,97,墨水心
559,ONCE UPON A TIME IN MEXICO,墨西哥往事,动作,立体声,1:40:33,2003,美国,20385,5117,None,14472,http://movie.douban.com/subject/1307678/,2003,Once Upon a Time in Mexico,2680,7.3,61,墨西哥往事
560,The Mummy,木乃伊,奇幻,环绕声，多声道,1:58:59,2008,美国,66017,2257,None,48730,http://movie.douban.com/subject/1997679/,2008,The Mummy: Tomb of the Dragon Emperor,6489,5.1,507,木乃伊3
561,The Mummy Returns,木乃伊归来,奇幻,环绕声，多声道,2:09:18,2001,美国,85587,1729,None,59591,http://movie.douban.com/subject/1298586/,2001,The Mummy Returns,3985,7.3,45,木乃伊归来
562,Tombstone,墓碑镇,动作,,2:00:00,2013,美国,1120,414,None,834,http://movie.douban.com/subject/11639636/,2013,Dead in Tombstone,309,5.4,4,血战墓碑镇
563,GETTIN' SQUARE,拿错金盆洗错手,喜剧,环绕声，多声道,1:37:01,2003,美国,535,232,None,417,http://movie.douban.com/subject/1768524/,2003,Gettin' Square,135,6.7,2,拿错金盆洗错手
564,APT PUPIL,纳粹追凶,惊悚,环绕声，多声道,1:40:52,1998,美国,1870,1564,None,1493,http://movie.douban.com/subject/1294442/,1998,Apt Pupil,494,6.9,19,谁在跟我玩游戏
565,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",纳尼亚传奇1:狮子、女巫和魔衣橱,奇幻,,2:00:00,2005,美国,116359,5360,None,82753,http://movie.douban.com/subject/1309052/,2005,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",10172,6.8,256,纳尼亚传奇1：狮子、女巫和魔衣橱
566,The Chronicles of Narnia: Prince Caspian,纳尼亚传奇2：凯斯宾王子,奇幻,,2:00:00,2008,美国,61762,4313,None,45922,http://movie.douban.com/subject/1585236/,2008,The Chronicles of Narnia: Prince Caspian,6341,6.5,327,纳尼亚传奇2：凯斯宾王子
567,DADDY DAY CARE,奶爸别动队,喜剧,立体声,1:32:23,2003,美国,627,123,None,461,http://movie.douban.com/subject/1298939/,2003,Daddy Day Care,96,6.5,1,奶爸安亲班
568,SOUTHLAND TALES,南方传奇,剧情,立体声,2:11:55,2006,美国,896,391,None,707,http://movie.douban.com/subject/1428109/,2006,Southland Tales,203,4.8,25,南方传奇
569,Eight Below,南极大冒险,冒险,,2:00:00,2006,美国,46435,6633,None,35407,http://movie.douban.com/subject/1477448/,2006,Eight Below,8092,8.3,250,南极大冒险
570,An Inconvenient Truth,难以忽视的真相,纪录,,2:00:00,2006,美国,26178,14200,None,20074,http://movie.douban.com/subject/1474405/,2006,An Inconvenient Truth,3929,8.7,220,难以忽视的真相
571,INSIDE MAN ('06),内部人士,剧情,环绕声，多声道,2:03:18,2006,美国,40075,10774,None,31185,http://movie.douban.com/subject/1441801/,2006,Inside Man,5543,7.6,120,局内人
572,WATER HORSE,尼斯湖水怪,奇幻,立体声,1:50:56,2007,美国,33408,2154,None,23786,http://movie.douban.com/subject/1866424/,2007,The Water Horse,3402,6.4,189,尼斯湖怪：深水传说
573,"You, Me and Dupree",你，我和杜普利人行,喜剧,环绕声，多声道,1:44:08,2006,美国,3726,773,None,2621,http://movie.douban.com/subject/1482073/,2006,"You, Me and Dupree",331,5.9,17,同居三人行
574,HOW DO YOU KNOW,你怎知道,喜剧,立体声,2:00:40,2010,美国,3120,1942,None,2408,http://movie.douban.com/subject/3389596/,2010,How Do You Know,869,5.5,14,你怎么知道
575,ANONYMOUS,匿名者,惊悚,环绕声，多声道,2:04:35,2011,英国,10294,12351,None,8503,http://movie.douban.com/subject/4074744/,2011,Anonymous,3556,7.7,80,匿名者
576,The Sisterhood of the Traveling Pants,牛仔裤的姐妹情谊,冒险,,2:00:00,2005,美国,92214,15958,None,65420,http://movie.douban.com/subject/1309203/,2005,The Sisterhood of the Traveling Pants,11947,7.5,286,牛仔裤的夏天
577,The Sisterhood of the Traveling Pants 2 ,牛仔裤的夏天2,爱情,,2:00:00,2008,美国,48202,8303,None,35343,http://movie.douban.com/subject/2083944/,2008,The Sisterhood of the Traveling Pants 2,5711,7.3,106,牛仔裤的夏天2
578,Cowboys & Aliens,牛仔与外星人,科幻,,2:00:00,2011,美国,12945,2510,None,10639,http://movie.douban.com/subject/2210143/,2011,Cowboys & Aliens,4079,5.5,66,牛仔和外星人
579,,纽约客@上海,爱情,立体声,1:36:43,2012,中国大陆,6657,3412,None,5470,http://movie.douban.com/subject/6972876/,2012,Shanghai Calling,2292,6.2,31,纽约客@上海
580,Chocolat,浓情巧克力,爱情,,2:00:00,2000,英国/美国,95857,20549,None,68495,http://movie.douban.com/subject/1301890/,2000,Chocolat,13160,7.9,279,浓情巧克力
581,Tango & Cash,怒虎狂龙,罪案,立体声,1:39:14,1989,美国,699,101,None,555,http://movie.douban.com/subject/1295300/,1989,Tango & Cash,103,6.3,1,怒虎狂龙
582,Eternal Sunshine of the Spotless Mind,暖暖内含光,剧情,环绕声，多声道,1:43:13,2004,美国,118120,55108,None,92137,http://movie.douban.com/subject/1308777/,2004,Eternal Sunshine of the Spotless Mind,24680,8.4,916,暖暖内含光
583,Norbit,诺比特,喜剧,,2:00:00,2007,美国,3995,566,None,3043,http://movie.douban.com/subject/1929438/,2007,Norbit,530,5.4,19,诺比特
584,NOTTING HILL,诺丁山,爱情,环绕声，多声道,1:58:52,1999,美国,188420,24643,None,135880,http://movie.douban.com/subject/1298038/,1999,Notting Hill,29118,7.8,582,诺丁山
585,IKE: COUNTDOWN TO D-DAY,诺曼底大风暴,战争,立体声,1:28:38,2004,美国,347,119,None,275,http://movie.douban.com/subject/1796757/,2004,Ike: Countdown To D-Day,69,7.4,6,诺曼底大风暴/艾帅与登陆日
586,13 Going on 30,女孩梦三十,奇幻,立体声,1:37:47,2004,美国,34056,4050,None,24359,http://movie.douban.com/subject/1309086/,2004,13 Going On 30,3868,6.7,120,女孩梦三十
587,Coyote Ugly,女狼俱乐部,音乐,,2:00:00,2000,美国,4512,948,None,3328,http://movie.douban.com/subject/1294572/,2000,Coyote Ugly,734,6.8,23,女狼俱乐部
588,Cop Out,拍档侦探,动作,,2:00:00,2010,美国,6419,1124,None,5197,http://movie.douban.com/subject/3569954/,2010,Cop Out,1305,6.1,23,侦探拍档
589,FRIENDS WITH BENEFITS,朋友也上床,喜剧,环绕声，多声道,1:42:37,2011,美国,82747,21475,None,63006,http://movie.douban.com/subject/4826330/,2011,Friends with Benefits,21974,6.4,131,炮友
590,The Dilemma,劈腿困境,喜剧,环绕声，多声道,1:45:38,2011,美国,2324,1759,None,1813,http://movie.douban.com/subject/4262929/,2011,The Dilemma,612,5.6,14,劈腿困境
591,CHARLIE'S ANGELS,霹雳娇娃,动作,立体声,1:29:30,2000,美国,59388,1210,None,40209,http://movie.douban.com/subject/1293258/,2000,Charlie's Angels,3154,6.5,13,霹雳娇娃
592,Charlie's Angels: Full Throttle,霹雳娇娃2,动作,立体声,1:44:48,2003,美国,32173,832,None,21927,http://movie.douban.com/subject/1297003/,2003,Charlie's Angels: Full Throttle,1593,6.3,9,霹雳娇娃2
593,"Truth or Consequences, N.M.",痞子大逃亡,罪案,立体声,1:39:00,1997,美国,153,116,None,120,http://movie.douban.com/subject/1295984/,1997,"Truth or Consequences, N.M.",45,6.3,2,痞子大逃亡
594,LAKE PLACID 3,平静的湖3,惊悚,立体声,1:30:41,2010,美国,896,58,None,723,http://movie.douban.com/subject/4934096/,2010,Lake Placid 3,266,3.2,11,史前巨鳄3
595,Flight,迫降航班,剧情,,2:00:00,2012,美国,20603,5449,None,17344,http://movie.douban.com/subject/6390832/,2012,Flight,6597,7.1,95,迫降航班
596,SEVEN POUNDS,七磅,剧情,立体声,1:58:03,2008,美国,95937,25130,None,74504,http://movie.douban.com/subject/2969282/,2008,Seven Pounds,13817,7.9,749,七磅
597,The Spiderwick Chronicles,奇幻精灵事件簿,奇幻,,2:00:00,2008,美国,31959,7943,None,24692,http://movie.douban.com/subject/2155676/,2008,The Spiderwick Chronicles,3906,7,104,奇幻精灵事件簿
598,Shorts,奇石,奇幻,,2:00:00,2009,美国,980,480,None,790,http://movie.douban.com/subject/3007808/,2009,Shorts,200,6.3,3,奇石
